Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
87|81|69|10|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170325
88|79|71|11|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170325
89|80|56|13|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170325
90|NEW|90|1|Eraser|ED SHEERAN|2017-03-25|90|90|1|20170325
91|76|14|18|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170325
92|93|53|4|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170325
93|NEW|93|1|Hearts Don't Break Around Here|ED SHEERAN|2017-03-25|93|93|1|20170325
94|86|51|18|Selfish|PNB ROCK|2016-11-26|87|51|19|20170325
95|96|95|2|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170325
96|NEW|96|1|Barcelona|ED SHEERAN|2017-03-25|96|96|1|20170325
97|90|51|16|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170325
98|97|94|4|Yeah Boy|KELSEA BALLERINI|2017-03-04|94|91|5|20170325
99|87|45|19|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170325
100|91|42|17|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170325
1|1|1|8|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170318
2|2|1|16|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170318
3|3|2|12|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170318
4|4|4|6|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170318
5|56|5|2|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170318
6|7|6|19|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170318
7|6|6|7|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170318
8|27|8|2|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170318
9|9|6|17|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170318
10|5|1|31|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170318
11|11|9|15|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170318
12|8|4|3|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170318
13|29|1|43|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170318
14|20|14|10|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170318
15|10|4|17|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170318
16|13|8|19|Fake Love|DRAKE|2016-11-12|24|8|25|20170318
17|18|17|23|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170318
18|15|4|21|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170318
19|14|8|27|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170318
20|22|20|5|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170318
21|25|21|7|Down|MARIAN HILL|2017-02-04|99|21|17|20170318
22|12|12|3|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170318
23|17|1|24|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170318
24|21|21|13|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170318
25|19|6|21|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170318
26|28|23|19|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170318
27|33|27|6|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170318
28|NEW|28|1|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170318
29|16|1|25|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170318
30|30|4|4|Million Reasons|LADY GAGA|2017-02-25|4|4|9|20170318
31|32|19|7|T-Shirt|MIGOS|2017-02-04|43|19|19|20170318
32|23|23|3|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170318
33|26|16|21|All Time Low|JON BELLION|2016-10-29|82|16|22|20170318
34|NEW|34|1|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170318
35|36|33|9|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170318
36|31|4|30|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170318
37|NEW|37|1|Selfish|FUTURE featuring RIHANNA|2017-03-18|37|37|10|20170318
38|24|11|26|Caroline|AMINE|2016-09-24|96|11|28|20170318
39|34|4|27|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170318
40|35|35|11|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170318
41|37|26|16|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170318
42|39|34|18|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170318
43|38|2|37|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170318
44|42|39|13|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170318
45|40|6|39|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170318
46|49|46|2|Mask Off|FUTURE|2017-03-11|49|5|14|20170318
47|45|40|11|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170318
48|NEW|48|1|Comin Out Strong|FUTURE featuring THE WEEKND|2017-03-18|48|48|3|20170318
49|50|41|11|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170318
50|43|43|9|I Got You|BEBE REXHA|2017-01-21|94|43|11|20170318
51|51|44|8|Location|KHALID|2017-01-28|77|16|20|20170318
52|59|52|7|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170318
53|NEW|53|1|How Far I'll Go|AULI'I CRAVALHO|2017-03-18|53|46|9|20170318
54|55|7|12|Deja Vu|J. COLE|2016-12-31|7|7|20|20170318
55|58|55|10|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170318
56|53|46|11|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170318
57|62|51|10|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170318
58|78|58|3|Everyday|ARIANA GRANDE featuring NATURE|2017-03-04|85|55|7|20170318
59|65|43|4|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170318
60|68|60|3|Rolex|AYO & TEO|2017-03-04|87|30|15|20170318
61|57|57|3|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170318
62|60|41|13|Play That Song|TRAIN|2016-12-24|77|41|19|20170318
63|61|47|9|Sober Saturday Night|CHRIS YOUNG featuring VINCE GILL|2017-01-21|92|47|11|20170318
64|46|46|2|Draco|FUTURE|2017-03-11|46|46|8|20170318
65|63|38|10|Moves|BIG SEAN|2017-01-14|71|38|18|20170318
66|70|66|4|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170318
67|64|16|15|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170318
68|76|68|6|Fast|LUKE BRYAN|2017-02-11|81|58|13|20170318
69|71|67|8|Today|BRAD PAISLEY|2017-01-28|95|67|10|20170318
70|73|70|6|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170318
71|72|70|8|Call On Me|STARLEY|2017-01-28|94|65|17|20170318
72|96|72|3|Cash Me Outside (#CashMeOutside)|DJ SUEDE THE REMIX GOD|2017-03-04|88|72|3|20170318
73|44|44|2|Love|LANA DEL REY|2017-03-11|44|44|2|20170318
74|82|74|3|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170318
75|66|6|8|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170318
76|67|14|17|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170318
77|85|43|19|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170318
78|NEW|78|1|Make Love|GUCCI MANE & NICKI MINAJ|2017-03-18|78|78|1|20170318
79|74|71|10|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170318
80|94|56|12|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170318
81|81|69|9|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170318
82|52|52|2|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170318
83|NEW|83|1|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170318
84|87|80|6|Road Less Traveled|LAUREN ALAINA|2017-02-11|86|67|12|20170318
85|92|75|4|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170318
86|90|51|17|Selfish|PNB ROCK|2016-11-26|87|51|19|20170318
87|75|45|18|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170318
88|69|23|18|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170318
89|NEW|89|1|Losin Control|RUSS|2017-03-18|89|62|13|20170318
90|80|51|15|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170318
91|79|42|16|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170318
92|NEW|92|1|God, Your Mama, And Me|FLORIDA GEORGIA LINE featuring BACKSTREET BOYS|2017-03-18|92|92|1|20170318
93|86|53|3|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170318
94|89|48|5|Slippery|MIGOS featuring GUCCI MANE|2017-02-18|48|48|5|20170318
95|88|82|7|Not Nice|PARTYNEXTDOOR|2017-02-04|95|82|7|20170318
96|NEW|96|1|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170318
97|100|94|3|Yeah Boy|KELSEA BALLERINI|2017-03-04|94|91|5|20170318
98|95|92|3|Black|DIERKS BENTLEY|2017-03-04|92|92|3|20170318
99|98|98|3|El Amante|NICKY JAM|2017-03-04|98|98|3|20170318
100|NEW|100|1|Green Light|LORDE|2017-03-18|100|19|9|20170318
1|1|1|7|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170311
2|3|1|15|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170311
3|2|2|11|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170311
4|7|4|5|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170311
5|5|1|30|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170311
6|11|6|6|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170311
7|8|7|18|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170311
8|4|4|2|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170311
9|10|6|16|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170311
10|6|4|16|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170311
11|9|9|14|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170311
12|93|12|2|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170311
13|12|8|18|Fake Love|DRAKE|2016-11-12|24|8|25|20170311
14|15|8|26|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170311
15|13|4|20|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170311
16|16|1|24|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170311
17|14|1|23|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170311
18|19|17|22|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170311
19|17|6|20|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170311
20|20|20|9|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170311
21|22|21|12|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170311
22|27|21|4|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170311
23|42|23|2|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170311
24|21|11|25|Caroline|AMINE|2016-09-24|96|11|28|20170311
25|30|25|6|Down|MARIAN HILL|2017-02-04|99|21|17|20170311
26|26|16|20|All Time Low|JON BELLION|2016-10-29|82|16|22|20170311
27|NEW|27|1|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170311
28|23|23|18|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170311
29|25|1|42|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170311
30|18|4|3|Million Reasons|LADY GAGA|2017-02-25|4|4|9|20170311
31|28|4|29|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170311
32|29|19|6|T-Shirt|MIGOS|2017-02-04|43|19|19|20170311
33|34|33|5|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170311
34|24|4|26|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170311
35|57|35|10|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170311
36|33|33|8|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170311
37|31|26|15|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170311
38|32|2|36|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170311
39|35|34|17|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170311
40|36|6|38|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170311
41|NEW|41|1|How Would You Feel (Paean)|ED SHEERAN|2017-03-11|41|41|1|20170311
42|39|39|12|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170311
43|43|43|8|I Got You|BEBE REXHA|2017-01-21|94|43|11|20170311
44|NEW|44|1|Love|LANA DEL REY|2017-03-11|44|44|2|20170311
45|41|40|10|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170311
46|NEW|46|1|Draco|FUTURE|2017-03-11|46|46|8|20170311
47|37|5|37|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170311
48|38|20|22|This Town|NIALL HORAN|2016-10-15|63|20|22|20170311
49|NEW|49|1|Mask Off|FUTURE|2017-03-11|49|5|14|20170311
50|49|41|10|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170311
51|44|44|7|Location|KHALID|2017-01-28|77|16|20|20170311
52|NEW|52|1|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170311
53|46|46|10|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170311
54|NEW|54|1|Rent Money|FUTURE|2017-03-11|54|54|1|20170311
55|50|7|11|Deja Vu|J. COLE|2016-12-31|7|7|20|20170311
56|NEW|56|1|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170311
57|62|57|2|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170311
58|56|56|9|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170311
59|55|55|6|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170311
60|59|41|12|Play That Song|TRAIN|2016-12-24|77|41|19|20170311
61|47|47|8|Sober Saturday Night|CHRIS YOUNG featuring VINCE GILL|2017-01-21|92|47|11|20170311
62|61|51|9|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170311
63|45|38|9|Moves|BIG SEAN|2017-01-14|71|38|18|20170311
64|58|16|14|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170311
65|66|43|3|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170311
66|52|6|7|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170311
67|60|14|16|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170311
68|87|68|2|Rolex|AYO & TEO|2017-03-04|87|30|15|20170311
69|51|23|17|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170311
70|74|70|3|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170311
71|67|67|7|Today|BRAD PAISLEY|2017-01-28|95|67|10|20170311
72|70|70|7|Call On Me|STARLEY|2017-01-28|94|65|17|20170311
73|76|73|5|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170311
74|73|71|9|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170311
75|64|45|17|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170311
76|72|72|5|Fast|LUKE BRYAN|2017-02-11|81|58|13|20170311
77|NEW|77|1|Reminder|THE WEEKND|2017-03-11|77|77|1|20170311
78|85|78|2|Everyday|ARIANA GRANDE featuring NATURE|2017-03-04|85|55|7|20170311
79|69|42|15|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170311
80|78|51|14|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170311
81|80|69|8|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170311
82|96|82|2|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170311
83|68|68|5|Guys My Age|HEY VIOLET|2017-02-11|84|68|5|20170311
84|65|55|9|Seein' Red|DUSTIN LYNCH|2017-01-14|79|55|9|20170311
85|82|43|18|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170311
86|53|53|2|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170311
87|86|80|5|Road Less Traveled|LAUREN ALAINA|2017-02-11|86|67|12|20170311
88|83|82|6|Not Nice|PARTYNEXTDOOR|2017-02-04|95|82|7|20170311
89|79|48|4|Slippery|MIGOS featuring GUCCI MANE|2017-02-18|48|48|5|20170311
90|89|51|16|Selfish|PNB ROCK|2016-11-26|87|51|19|20170311
91|NEW|91|1|Super Trapper|FUTURE|2017-03-11|91|91|1|20170311
92|75|75|3|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170311
93|NEW|93|1|Dancing On My Own|CALUM SCOTT|2017-03-11|93|93|1|20170311
94|91|56|11|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170311
95|92|92|2|Black|DIERKS BENTLEY|2017-03-04|92|92|3|20170311
96|88|88|2|Cash Me Outside (#CashMeOutside)|DJ SUEDE THE REMIX GOD|2017-03-04|88|72|3|20170311
97|63|22|3|No Favors|BIG SEAN featuring EMINEM|2017-02-25|22|22|3|20170311
98|98|98|2|El Amante|NICKY JAM|2017-03-04|98|98|3|20170311
99|NEW|99|1|Zoom|FUTURE|2017-03-11|99|99|1|20170311
100|94|94|2|Yeah Boy|KELSEA BALLERINI|2017-03-04|94|91|5|20170311
1|1|1|6|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170304
2|3|2|10|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170304
3|2|1|14|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170304
4|NEW|4|1|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170304
5|7|1|29|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170304
6|5|4|15|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170304
7|37|7|4|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170304
8|13|8|17|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170304
9|16|9|13|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170304
10|6|6|15|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170304
11|10|7|5|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170304
12|11|8|17|Fake Love|DRAKE|2016-11-12|24|8|25|20170304
13|15|4|19|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170304
14|12|1|22|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170304
15|8|8|25|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170304
16|14|1|23|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170304
17|9|6|19|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170304
18|4|4|2|Million Reasons|LADY GAGA|2017-02-25|4|4|9|20170304
19|19|17|21|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170304
20|28|20|8|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170304
21|17|11|24|Caroline|AMINE|2016-09-24|96|11|28|20170304
22|23|22|11|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170304
23|27|23|17|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170304
24|18|4|25|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170304
25|25|1|41|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170304
26|24|16|19|All Time Low|JON BELLION|2016-10-29|82|16|22|20170304
27|21|21|3|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170304
28|20|4|28|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170304
29|26|19|5|T-Shirt|MIGOS|2017-02-04|43|19|19|20170304
30|31|30|5|Down|MARIAN HILL|2017-02-04|99|21|17|20170304
31|30|26|14|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170304
32|29|2|35|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170304
33|39|33|7|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170304
34|41|34|4|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170304
35|40|34|16|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170304
36|36|6|37|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170304
37|35|5|36|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170304
38|33|20|21|This Town|NIALL HORAN|2016-10-15|63|20|22|20170304
39|46|39|11|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170304
40|34|12|29|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20170304
41|48|40|9|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170304
42|NEW|42|1|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170304
43|56|43|7|I Got You|BEBE REXHA|2017-01-21|94|43|11|20170304
44|52|44|6|Location|KHALID|2017-01-28|77|16|20|20170304
45|38|38|8|Moves|BIG SEAN|2017-01-14|71|38|18|20170304
46|47|46|9|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170304
47|66|47|7|Sober Saturday Night|CHRIS YOUNG featuring VINCE GILL|2017-01-21|92|47|11|20170304
48|42|5|20|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20170304
49|53|41|9|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170304
50|51|7|10|Deja Vu|J. COLE|2016-12-31|7|7|20|20170304
51|45|23|16|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170304
52|62|6|6|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170304
53|NEW|53|1|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170304
54|NEW|54|1|Bom Bidi Bom|NICK JONAS & NICKI MINAJ|2017-03-04|54|54|1|20170304
55|61|55|5|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170304
56|63|56|8|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170304
57|77|57|9|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170304
58|60|16|13|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170304
59|59|41|11|Play That Song|TRAIN|2016-12-24|77|41|19|20170304
60|57|14|15|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170304
61|65|51|8|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170304
62|NEW|62|1|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170304
63|22|22|2|No Favors|BIG SEAN featuring EMINEM|2017-02-25|22|22|3|20170304
64|58|45|16|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170304
65|55|55|8|Seein' Red|DUSTIN LYNCH|2017-01-14|79|55|9|20170304
66|43|43|2|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170304
67|75|67|6|Today|BRAD PAISLEY|2017-01-28|95|67|10|20170304
68|69|68|4|Guys My Age|HEY VIOLET|2017-02-11|84|68|5|20170304
69|64|42|14|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170304
70|72|70|6|Call On Me|STARLEY|2017-01-28|94|65|17|20170304
71|NEW|71|1|Helium|SIA|2017-03-04|71|71|1|20170304
72|80|72|4|Fast|LUKE BRYAN|2017-02-11|81|58|13|20170304
73|78|71|8|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170304
74|95|74|2|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170304
75|94|75|2|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170304
76|84|76|4|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170304
77|NEW|77|1|Heroe Favorito|ROMEO SANTOS|2017-03-04|77|77|1|20170304
78|67|51|13|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170304
79|73|48|3|Slippery|MIGOS featuring GUCCI MANE|2017-02-18|48|48|5|20170304
80|79|69|7|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170304
81|71|54|8|Way Down We Go|KALEO|2017-01-14|98|54|8|20170304
82|81|43|17|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170304
83|82|82|5|Not Nice|PARTYNEXTDOOR|2017-02-04|95|82|7|20170304
84|NEW|84|1|Everything 1K|KODAK BLACK|2017-03-04|84|84|1|20170304
85|NEW|85|1|Everyday|ARIANA GRANDE featuring NATURE|2017-03-04|85|55|7|20170304
86|90|80|4|Road Less Traveled|LAUREN ALAINA|2017-02-11|86|67|12|20170304
87|NEW|87|1|Rolex|AYO & TEO|2017-03-04|87|30|15|20170304
88|NEW|88|1|Cash Me Outside (#CashMeOutside)|DJ SUEDE THE REMIX GOD|2017-03-04|88|72|3|20170304
89|85|51|15|Selfish|PNB ROCK|2016-11-26|87|51|19|20170304
90|88|46|20|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20170304
91|83|56|10|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170304
92|NEW|92|1|Black|DIERKS BENTLEY|2017-03-04|92|92|3|20170304
93|NEW|93|1|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170304
