Index|Chart|Weeks|Artist|Track|Date|Length|1|19|LUIS FONSI|Despacito|20170610|3:47
84|85|13|JOSH TURNER|Hometown Girl|20170610|3:36
85|86|15|KATY PERRY|Chained To The Rhythm|20170610|3:35
86|87|7|MACHINE GUN KELLY|At My Best|20170610|3:19
87|88|9|2 CHAINZ x GUCCI MANE x QUAVO|Good Drank|20170610|3:45
88|89|4|RAG'N'BONE MAN|Human|20170610|3:19
89|90|2|MALUMA|Felices Los 4|20170610|3:49
90|91|2|CALVIN HARRIS|Rollin'|20170610|4:32
91|92|1|LAUREN DUSKI|The Dance|20170610|4:01
92|93|5|BLACKBEAR|do re mi|20170610|3:32
93|94|1|LEE BRICE|Boy|20170610|3:37
94|95|4|NICKY JAM|El Amante|20170610|3:39
95|96|1|AJR|Weak|20170610|3:21
96|97|1|CHRIS STAPLETON|Either Way|20170610|4:08
97|98|2|ZAC BROWN BAND|My Old Man|20170610|3:47
98|99|1|ENRIQUE IGLESIAS|Subeme La Radio|20170610|3:26
99|100|18|JASON ALDEAN|Any Ol' Barstool|20170610|3:23
100|1|18|LUIS FONSI|Despacito|20170603|3:47
101|2|17|BRUNO MARS|That's What I Like|20170603|3:26
102|3|3|DJ KHALED|I'm The One|20170603|4:48
103|4|19|ED SHEERAN|Shape Of You|20170603|3:54
104|5|7|KENDRICK LAMAR|Humble.|20170603|2:57
105|6|13|THE CHAINSMOKERS & COLDPLAY|Something Just Like This|20170603|4:07
106|7|13|FUTURE|Mask Off|20170603|4:17
107|8|8|LIL UZI VERT|XO TOUR Llif3|20170603|2:59
108|9|12|ZEDD & ALESSIA CARA|Stay|20170603|3:30
109|10|2|MILEY CYRUS|Malibu|20170603|3:52
110|11|30|JAMES ARTHUR|Say You Won't Let Go|20170603|3:31
111|12|14|KYGO x SELENA GOMEZ|It Ain't Me|20170603|3:40
112|13|20|POST MALONE|Congratulations|20170603|3:40
113|14|17|JULIA MICHAELS|Issues|20170603|2:55
114|15|21|KYLE|iSpy|20170603|4:13
115|16|16|SAM HUNT|Body Like A Back Road|20170603|2:42
116|17|6|HARRY STYLES|Sign Of The Times|20170603|5:40
117|18|5|KENDRICK LAMAR|DNA.|20170603|3:05
118|19|19|KHALID|Location|20170603|3:37
119|20|15|IMAGINE DRAGONS|Believer|20170603|3:24
120|21|9|DRAKE|Passionfruit|20170603|4:59
121|22|27|MIGOS|Bad And Boujee|20170603|5:32
122|23|15|BRETT YOUNG|In Case You Didn't Know|20170603|3:49
123|24|6|FRENCH MONTANA|Unforgettable|20170603|3:53
124|25|12|CALVIN HARRIS|Slide|20170603|3:50
125|26|13|KODAK BLACK|Tunnel Vision|20170603|4:28
126|27|42|THE CHAINSMOKERS|Closer|20170603|3:24
127|28|24|CLEAN BANDIT|Rockabye|20170603|4:11
128|29|12|CHILDISH GAMBINO|Redbone|20170603|5:26
129|30|14|AYO & TEO|Rolex|20170603|3:58
130|31|18|MIGOS|T-Shirt|20170603|4:01
131|32|4|SHAWN MENDES|There's Nothing Holdin' Me Back|20170603|3:19
132|33|14|MAROON 5|Cold|20170603|3:54
133|34|14|LUKE COMBS|Hurricane|20170603|3:43
134|35|22|RAE SREMMURD|Swang|20170603|3:28
135|36|9|JASON DERULO|Swalla|20170603|3:36
136|37|7|TRAVIS SCOTT|Goosebumps|20170603|4:03
137|38|6|HALSEY|Now Or Never|20170603|3:35
138|39|19|ED SHEERAN|Castle On The Hill|20170603|4:21
139|40|32|BRUNO MARS|24K Magic|20170603|3:46
140|41|38|ALESSIA CARA|Scars To Your Beautiful|20170603|3:50
141|42|18|THE CHAINSMOKERS|Paris|20170603|3:41
142|43|30|RIHANNA|Love On The Brain|20170603|3:44
143|44|22|GUCCI MANE|Both|20170603|4:12
144|45|4|CHARLIE PUTH|Attention|20170603|3:31
145|46|26|THE WEEKND|I Feel It Coming|20170603|4:29
147|48|23|ZAYN / TAYLOR SWIFT|I Don't Wanna Live Forever (Fifty Shades Darker)|20170603|4:05
149|50|28|BIG SEAN|Bounce Back|20170603|3:42
150|51|5|KENDRICK LAMAR|Love.|20170603|2:46
151|52|2|MIGOS|Slippery|20170603|5:11
152|53|5|LADY GAGA|The Cure|20170603|3:31
153|54|13|LINKIN PARK|Heavy|20170603|2:49
154|55|3|PLAYBOI CARTI|Magnolia|20170603|3:01
155|56|4|DARIUS RUCKER|If I Told You|20170603|4:03
156|57|8|DIERKS BENTLEY|Black|20170603|3:30
157|58|9|DRAKE|Portland|20170603|3:56
158|59|1|KATY PERRY|Bon Appetit|20170603|3:40
159|60|3|NIALL HORAN|Slow Hands|20170603|3:07
161|62|1|CALVIN HARRIS|Rollin'|20170603|4:32
163|64|3|LOGIC|1-800-273-8255|20170603|4:10
164|65|7|FLORIDA GEORGIA LINE|God, Your Mama, And Me|20170603|3:04
165|66|5|KENDRICK LAMAR|Loyalty.|20170603|3:47
166|67|7|TEE GRIZZLEY|First Day Out|20170603|4:14
167|68|12|RUSS|Losin Control|20170603|3:57
168|69|20|BRANTLEY GILBERT|The Weekend|20170603|3:07
169|70|5|KENDRICK LAMAR|Element.|20170603|3:28
170|71|7|THOMAS RHETT|Craving You|20170603|3:44
171|72|6|MACHINE GUN KELLY|At My Best|20170603|3:19
172|73|3|CHRIS BROWN|Privacy|20170603|3:40
173|74|7|DAN + SHAY|How Not To|20170603|3:13
174|75|3|RAG'N'BONE MAN|Human|20170603|3:19
175|76|3|PLAYBOI CARTI|Woke Up Like This|20170603|3:36
176|77|8|MARTIN GARRIX & DUA LIPA|Scared To Be Lonely|20170603|3:40
177|78|12|JOSH TURNER|Hometown Girl|20170603|3:36
178|79|4|DYLAN SCOTT|My Girl|20170603|3:17
179|80|1|SELENA GOMEZ|Bad Liar|20170603|3:34
180|81|2|BLAKE SHELTON|Every Time I Hear That Song|20170603|3:36
181|82|4|6LACK|Prblms|20170603|4:06
182|83|3|LADY ANTEBELLUM|You Look Good|20170603|3:00
183|84|8|KELSEA BALLERINI|Yeah Boy|20170603|3:12
184|85|2|MIDLAND|Drinkin' Problem|20170603|3:41
185|86|3|COLE SWINDELL|Flatliner|20170603|2:57
186|87|1|ZAC BROWN BAND|My Old Man|20170603|3:47
187|88|14|KATY PERRY|Chained To The Rhythm|20170603|3:35
188|89|8|2 CHAINZ x GUCCI MANE x QUAVO|Good Drank|20170603|3:45
189|90|5|G-EAZY & KEHLANI|Good Life|20170603|3:45
190|91|17|JASON ALDEAN|Any Ol' Barstool|20170603|3:23
191|92|1|IMAGINE DRAGONS|Whatever It Takes|20170603|3:21
192|93|1|MALUMA|Felices Los 4|20170603|3:49
193|94|3|IMAGINE DRAGONS|Thunder|20170603|3:07
194|95|1|CHEAT CODES|No Promises|20170603|3:43
195|96|6|FLO RIDA & 99 PERCENT|Cake|20170603|2:38
196|97|3|NICKY JAM|El Amante|20170603|3:39
197|98|1|LAUREN DUSKI|Ghost In This House|20170603|4:43
198|99|4|BLACKBEAR|do re mi|20170603|3:32
199|100|1|SHAKIRA|Me Enamore|20170603|3:45
200|1|17|LUIS FONSI|Despacito|20170527|3:47
201|2|16|BRUNO MARS|That's What I Like|20170527|3:26
202|3|2|DJ KHALED|I'm The One|20170527|4:48
203|4|18|ED SHEERAN|Shape Of You|20170527|3:54
204|5|6|KENDRICK LAMAR|Humble.|20170527|2:57
205|6|12|FUTURE|Mask Off|20170527|4:17
206|7|12|THE CHAINSMOKERS & COLDPLAY|Something Just Like This|20170527|4:07
207|8|7|LIL UZI VERT|XO TOUR Llif3|20170527|2:59
208|9|11|ZEDD & ALESSIA CARA|Stay|20170527|3:30
209|10|20|KYLE|iSpy|20170527|4:13
210|11|13|KYGO x SELENA GOMEZ|It Ain't Me|20170527|3:40
211|12|19|POST MALONE|Congratulations|20170527|3:40
212|13|29|JAMES ARTHUR|Say You Won't Let Go|20170527|3:31
213|14|16|JULIA MICHAELS|Issues|20170527|2:55
214|15|15|SAM HUNT|Body Like A Back Road|20170527|2:42
215|16|4|KENDRICK LAMAR|DNA.|20170527|3:05
216|17|18|KHALID|Location|20170527|3:37
217|18|5|HARRY STYLES|Sign Of The Times|20170527|5:40
218|19|8|DRAKE|Passionfruit|20170527|4:59
219|20|14|IMAGINE DRAGONS|Believer|20170527|3:24
220|21|26|MIGOS|Bad And Boujee|20170527|5:32
221|22|23|CLEAN BANDIT|Rockabye|20170527|4:11
222|23|12|KODAK BLACK|Tunnel Vision|20170527|4:28
223|24|14|BRETT YOUNG|In Case You Didn't Know|20170527|3:49
224|25|41|THE CHAINSMOKERS|Closer|20170527|3:24
225|26|17|MIGOS|T-Shirt|20170527|4:01
226|27|21|RAE SREMMURD|Swang|20170527|3:28
227|28|11|CALVIN HARRIS|Slide|20170527|3:50
228|29|5|FRENCH MONTANA|Unforgettable|20170527|3:53
229|30|13|AYO & TEO|Rolex|20170527|3:58
230|31|13|LUKE COMBS|Hurricane|20170527|3:43
231|32|5|HALSEY|Now Or Never|20170527|3:35
232|33|6|TRAVIS SCOTT|Goosebumps|20170527|4:03
233|34|13|MAROON 5|Cold|20170527|3:54
234|35|31|BRUNO MARS|24K Magic|20170527|3:46
235|36|11|CHILDISH GAMBINO|Redbone|20170527|5:26
236|37|17|THE CHAINSMOKERS|Paris|20170527|3:41
237|38|18|ED SHEERAN|Castle On The Hill|20170527|4:21
238|39|29|RIHANNA|Love On The Brain|20170527|3:44
239|40|3|SHAWN MENDES|There's Nothing Holdin' Me Back|20170527|3:19
240|41|8|JASON DERULO|Swalla|20170527|3:36
241|42|37|ALESSIA CARA|Scars To Your Beautiful|20170527|3:50
242|43|21|GUCCI MANE|Both|20170527|4:12
243|44|25|THE WEEKND|I Feel It Coming|20170527|4:29
244|45|27|BIG SEAN|Bounce Back|20170527|3:42
245|46|22|ZAYN / TAYLOR SWIFT|I Don't Wanna Live Forever (Fifty Shades Darker)|20170527|4:05
246|47|2|LOGIC|1-800-273-8255|20170527|4:10
247|48|4|KENDRICK LAMAR|Love.|20170527|2:46
248|49|4|LADY GAGA|The Cure|20170527|3:31
250|51|12|LINKIN PARK|Heavy|20170527|2:49
251|52|2|NIALL HORAN|Slow Hands|20170527|3:07
252|53|3|CHARLIE PUTH|Attention|20170527|3:31
254|55|8|DRAKE|Portland|20170527|3:56
255|56|1|MIGOS|Slippery|20170527|5:11
256|57|4|KENDRICK LAMAR|Loyalty.|20170527|3:47
257|58|7|DIERKS BENTLEY|Black|20170527|3:30
259|60|3|DARIUS RUCKER|If I Told You|20170527|4:03
260|61|4|KENDRICK LAMAR|Element.|20170527|3:28
261|62|11|RUSS|Losin Control|20170527|3:57
262|63|2|PLAYBOI CARTI|Magnolia|20170527|3:01
263|64|1|MILEY CYRUS|Malibu|20170527|3:52
264|65|6|FLORIDA GEORGIA LINE|God, Your Mama, And Me|20170527|3:04
265|66|7|KELSEA BALLERINI|Yeah Boy|20170527|3:12
266|67|6|TEE GRIZZLEY|First Day Out|20170527|4:14
267|68|19|BRANTLEY GILBERT|The Weekend|20170527|3:07
269|70|6|THOMAS RHETT|Craving You|20170527|3:44
270|71|1|LOGIC|Everybody|20170527|2:42
271|72|11|JOSH TURNER|Hometown Girl|20170527|3:36
272|73|4|G-EAZY & KEHLANI|Good Life|20170527|3:45
273|74|2|RAG'N'BONE MAN|Human|20170527|3:19
274|75|6|DAN + SHAY|How Not To|20170527|3:13
275|76|7|MARTIN GARRIX & DUA LIPA|Scared To Be Lonely|20170527|3:40
276|77|2|CHRIS BROWN|Privacy|20170527|3:40
277|78|5|MACHINE GUN KELLY|At My Best|20170527|3:19
278|79|1|BLAKE SHELTON|Every Time I Hear That Song|20170527|3:36
279|80|2|PLAYBOI CARTI|Woke Up Like This|20170527|3:36
280|81|3|6LACK|Prblms|20170527|4:06
281|82|16|JASON ALDEAN|Any Ol' Barstool|20170527|3:23
282|83|3|DYLAN SCOTT|My Girl|20170527|3:17
283|84|5|FLO RIDA & 99 PERCENT|Cake|20170527|2:38
284|85|13|DJ KHALED|Shining|20170527|4:41
285|86|7|2 CHAINZ x GUCCI MANE x QUAVO|Good Drank|20170527|3:45
286|87|13|KATY PERRY|Chained To The Rhythm|20170527|3:35
287|88|2|COLE SWINDELL|Flatliner|20170527|2:57
288|89|1|CHRIS STAPLETON|Either Way|20170527|4:08
289|90|2|LADY ANTEBELLUM|You Look Good|20170527|3:00
290|91|4|LORD HURON|The Night We Met|20170527|3:28
291|92|2|IMAGINE DRAGONS|Thunder|20170527|3:07
292|93|2|NICKY JAM|El Amante|20170527|3:39
293|94|1|ED SHEERAN|Galway Girl|20170527|3:16
294|95|1|BIG SEAN|Moves|20170527|2:22
295|96|3|BLACKBEAR|do re mi|20170527|3:32
296|97|1|MIDLAND|Drinkin' Problem|20170527|3:41
297|98|1|DRAKE|Gyalchester|20170527|3:09
298|99|1|LIL YACHTY|Peek A Boo|20170527|4:06
299|100|17|MARIAN HILL|Down|20170527|3:17
300|1|1|DJ KHALED|I'm The One|20170520|4:48
301|2|15|BRUNO MARS|That's What I Like|20170520|3:26
302|3|16|LUIS FONSI|Despacito|20170520|3:47
303|4|5|KENDRICK LAMAR|Humble.|20170520|2:57
304|5|17|ED SHEERAN|Shape Of You|20170520|3:54
305|6|11|THE CHAINSMOKERS & COLDPLAY|Something Just Like This|20170520|4:07
306|7|11|FUTURE|Mask Off|20170520|4:17
307|8|19|KYLE|iSpy|20170520|4:13
308|9|6|LIL UZI VERT|XO TOUR Llif3|20170520|2:59
309|10|12|KYGO x SELENA GOMEZ|It Ain't Me|20170520|3:40
310|11|10|ZEDD & ALESSIA CARA|Stay|20170520|3:30
311|12|3|KENDRICK LAMAR|DNA.|20170520|3:05
312|13|28|JAMES ARTHUR|Say You Won't Let Go|20170520|3:31
313|14|15|JULIA MICHAELS|Issues|20170520|2:55
314|15|14|SAM HUNT|Body Like A Back Road|20170520|2:42
315|16|18|POST MALONE|Congratulations|20170520|3:40
316|17|17|KHALID|Location|20170520|3:37
317|18|7|DRAKE|Passionfruit|20170520|4:59
318|19|22|CLEAN BANDIT|Rockabye|20170520|4:11
319|20|13|IMAGINE DRAGONS|Believer|20170520|3:24
320|21|11|KODAK BLACK|Tunnel Vision|20170520|4:28
321|22|25|MIGOS|Bad And Boujee|20170520|5:32
322|23|40|THE CHAINSMOKERS|Closer|20170520|3:24
323|24|16|THE CHAINSMOKERS|Paris|20170520|3:41
324|25|16|MIGOS|T-Shirt|20170520|4:01
325|26|24|THE WEEKND|I Feel It Coming|20170520|4:29
326|27|20|RAE SREMMURD|Swang|20170520|3:28
327|28|4|HARRY STYLES|Sign Of The Times|20170520|5:40
328|29|12|MAROON 5|Cold|20170520|3:54
329|30|10|CALVIN HARRIS|Slide|20170520|3:50
330|31|13|BRETT YOUNG|In Case You Didn't Know|20170520|3:49
331|32|5|TRAVIS SCOTT|Goosebumps|20170520|4:03
332|33|12|AYO & TEO|Rolex|20170520|3:58
333|34|12|LUKE COMBS|Hurricane|20170520|3:43
334|35|30|BRUNO MARS|24K Magic|20170520|3:46
335|36|28|RIHANNA|Love On The Brain|20170520|3:44
336|37|21|ZAYN / TAYLOR SWIFT|I Don't Wanna Live Forever (Fifty Shades Darker)|20170520|4:05
337|38|4|HALSEY|Now Or Never|20170520|3:35
338|39|52|JUSTIN TIMBERLAKE|Can't Stop The Feeling!|20170520|3:56
339|40|26|BIG SEAN|Bounce Back|20170520|3:42
340|41|20|GUCCI MANE|Both|20170520|4:12
341|42|4|FRENCH MONTANA|Unforgettable|20170520|3:53
342|43|3|KENDRICK LAMAR|Love.|20170520|2:46
343|44|10|CHILDISH GAMBINO|Redbone|20170520|5:26
344|45|36|ALESSIA CARA|Scars To Your Beautiful|20170520|3:50
345|46|7|JASON DERULO|Swalla|20170520|3:36
346|47|17|ED SHEERAN|Castle On The Hill|20170520|4:21
348|49|2|SHAWN MENDES|There's Nothing Holdin' Me Back|20170520|3:19
350|51|3|KENDRICK LAMAR|Loyalty.|20170520|3:47
351|52|3|KENDRICK LAMAR|Element.|20170520|3:28
352|53|11|LINKIN PARK|Heavy|20170520|2:49
353|54|7|DRAKE|Portland|20170520|3:56
354|55|3|LADY GAGA|The Cure|20170520|3:31
356|57|6|DIERKS BENTLEY|Black|20170520|3:30
357|58|10|JOSH TURNER|Hometown Girl|20170520|3:36
358|59|3|G-EAZY & KEHLANI|Good Life|20170520|3:45
359|60|4|MACHINE GUN KELLY|At My Best|20170520|3:19
360|61|1|LOGIC|1-800-273-8255|20170520|4:10
361|62|2|DARIUS RUCKER|If I Told You|20170520|4:03
362|63|12|DJ KHALED|Shining|20170520|4:41
363|64|2|CHARLIE PUTH|Attention|20170520|3:31
364|65|6|KELSEA BALLERINI|Yeah Boy|20170520|3:12
365|66|18|BRANTLEY GILBERT|The Weekend|20170520|3:07
366|67|1|KYGO & ELLIE GOULDING|First Time|20170520|3:13
367|68|10|RUSS|Losin Control|20170520|3:57
368|69|5|FLORIDA GEORGIA LINE|God, Your Mama, And Me|20170520|3:04
369|70|1|IMAGINE DRAGONS|Thunder|20170520|3:07
370|71|5|TEE GRIZZLEY|First Day Out|20170520|4:14
371|72|15|JASON ALDEAN|Any Ol' Barstool|20170520|3:23
372|73|16|MARIAN HILL|Down|20170520|3:17
373|74|12|KATY PERRY|Chained To The Rhythm|20170520|3:35
375|76|1|KATY PERRY|Bon Appetit|20170520|3:40
376|77|4|FLO RIDA & 99 PERCENT|Cake|20170520|2:38
377|78|2|6LACK|Prblms|20170520|4:06
378|79|3|KENDRICK LAMAR|XXX.|20170520|4:14
379|80|20|CHRIS BROWN|Party|20170520|3:40
380|81|6|MARTIN GARRIX & DUA LIPA|Scared To Be Lonely|20170520|3:40
381|82|5|DAN + SHAY|How Not To|20170520|3:13
382|83|5|THOMAS RHETT|Craving You|20170520|3:44
383|84|1|RAG'N'BONE MAN|Human|20170520|3:19
384|85|2|DYLAN SCOTT|My Girl|20170520|3:17
385|86|3|LORD HURON|The Night We Met|20170520|3:28
386|87|1|CHRIS BROWN|Privacy|20170520|3:40
387|88|6|2 CHAINZ x GUCCI MANE x QUAVO|Good Drank|20170520|3:45
388|89|3|KENDRICK LAMAR|Yah.|20170520|2:40
389|90|1|NIALL HORAN|Slow Hands|20170520|3:07
390|91|1|PLAYBOI CARTI|Magnolia|20170520|3:01
391|92|2|BLACKBEAR|do re mi|20170520|3:32
392|93|1|HARRY STYLES|Sweet Creature|20170520|3:45
393|94|1|LADY ANTEBELLUM|You Look Good|20170520|3:00
394|95|10|FUTURE|Selfish|20170520|3:02
395|96|1|NICKY JAM|El Amante|20170520|3:39
396|97|17|STARLEY|Call On Me|20170520|2:41
397|98|1|COLE SWINDELL|Flatliner|20170520|2:57
398|99|1|DWAYNE JOHNSON|You're Welcome|20170520|2:43
399|100|1|PLAYBOI CARTI|Woke Up Like This|20170520|3:36
400|1|14|BRUNO MARS|That's What I Like|20170513|3:26
401|2|16|ED SHEERAN|Shape Of You|20170513|3:54
402|3|4|KENDRICK LAMAR|Humble.|20170513|2:57
403|4|15|LUIS FONSI|Despacito|20170513|3:47
404|5|10|FUTURE|Mask Off|20170513|4:17
405|6|10|THE CHAINSMOKERS & COLDPLAY|Something Just Like This|20170513|4:07
406|7|2|KENDRICK LAMAR|DNA.|20170513|3:05
407|8|18|KYLE|iSpy|20170513|4:13
408|9|5|LIL UZI VERT|XO TOUR Llif3|20170513|2:59
409|10|11|KYGO x SELENA GOMEZ|It Ain't Me|20170513|3:40
410|11|9|ZEDD & ALESSIA CARA|Stay|20170513|3:30
411|12|13|SAM HUNT|Body Like A Back Road|20170513|2:42
412|13|27|JAMES ARTHUR|Say You Won't Let Go|20170513|3:31
413|14|14|JULIA MICHAELS|Issues|20170513|2:55
414|15|17|POST MALONE|Congratulations|20170513|3:40
415|16|16|KHALID|Location|20170513|3:37
416|17|21|CLEAN BANDIT|Rockabye|20170513|4:11
417|18|6|DRAKE|Passionfruit|20170513|4:59
418|19|15|THE CHAINSMOKERS|Paris|20170513|3:41
419|20|10|KODAK BLACK|Tunnel Vision|20170513|4:28
420|21|23|THE WEEKND|I Feel It Coming|20170513|4:29
421|22|24|MIGOS|Bad And Boujee|20170513|5:32
422|23|39|THE CHAINSMOKERS|Closer|20170513|3:24
423|24|15|MIGOS|T-Shirt|20170513|4:01
424|25|3|HARRY STYLES|Sign Of The Times|20170513|5:40
425|26|19|RAE SREMMURD|Swang|20170513|3:28
426|27|2|KENDRICK LAMAR|Love.|20170513|2:46
427|28|11|MAROON 5|Cold|20170513|3:54
428|29|27|RIHANNA|Love On The Brain|20170513|3:44
429|30|9|CALVIN HARRIS|Slide|20170513|3:50
430|31|25|BIG SEAN|Bounce Back|20170513|3:42
431|32|20|ZAYN / TAYLOR SWIFT|I Don't Wanna Live Forever (Fifty Shades Darker)|20170513|4:05
432|33|2|KENDRICK LAMAR|Loyalty.|20170513|3:47
433|34|12|BRETT YOUNG|In Case You Didn't Know|20170513|3:49
434|35|29|BRUNO MARS|24K Magic|20170513|3:46
435|36|2|KENDRICK LAMAR|Element.|20170513|3:28
436|37|12|IMAGINE DRAGONS|Believer|20170513|3:24
437|38|51|JUSTIN TIMBERLAKE|Can't Stop The Feeling!|20170513|3:56
438|39|11|AYO & TEO|Rolex|20170513|3:58
439|40|35|ALESSIA CARA|Scars To Your Beautiful|20170513|3:50
440|41|11|LUKE COMBS|Hurricane|20170513|3:43
441|42|4|TRAVIS SCOTT|Goosebumps|20170513|4:03
442|43|19|GUCCI MANE|Both|20170513|4:12
443|44|1|SHAWN MENDES|There's Nothing Holdin' Me Back|20170513|3:19
444|45|9|CHILDISH GAMBINO|Redbone|20170513|5:26
445|46|6|JASON DERULO|Swalla|20170513|3:36
446|47|16|ED SHEERAN|Castle On The Hill|20170513|4:21
447|48|31|SHAWN MENDES|Mercy|20170513|3:28
449|50|3|FRENCH MONTANA|Unforgettable|20170513|3:53
450|51|11|KATY PERRY|Chained To The Rhythm|20170513|3:35
451|52|3|HALSEY|Now Or Never|20170513|3:35
452|53|6|DRAKE|Portland|20170513|3:56
453|54|10|LINKIN PARK|Heavy|20170513|2:49
455|56|2|KENDRICK LAMAR|XXX.|20170513|4:14
456|57|11|DJ KHALED|Shining|20170513|4:41
457|58|15|MARIAN HILL|Down|20170513|3:17
458|59|2|G-EAZY & KEHLANI|Good Life|20170513|3:45
460|61|9|JOSH TURNER|Hometown Girl|20170513|3:36
461|62|2|LADY GAGA|The Cure|20170513|3:31
462|63|3|MACHINE GUN KELLY|At My Best|20170513|3:19
463|64|1|LANA DEL REY|Lust For Life|20170513|4:24
464|65|2|KENDRICK LAMAR|Yah.|20170513|2:40
465|66|5|DIERKS BENTLEY|Black|20170513|3:30
466|67|14|JASON ALDEAN|Any Ol' Barstool|20170513|3:23
467|68|1|CHARLIE PUTH|Attention|20170513|3:31
468|69|2|KENDRICK LAMAR|Feel.|20170513|3:34
